facilityID,facilityName,measureID,measureName,elementID,elementName
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6525,Onset date and time of diagnosis of acute gastrointestinal hemorrhage
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6530,Diagnosis of acute pulmonary hemorrhage
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6535,Onset date and time of diagnosis of acute pulmonary hemorrhage
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6540,Diagnosis of hemorrhagic stroke
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6545,Onset date and time of diagnosis of hemorrhagic stroke
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6550,Diagnosis of myocardial infarction
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6555,Onset date and time of diagnosis of myocardial infarction
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6560,Diagnosis of toxicological emergency
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6565,Onset date and time of diagnosis of toxicological emergency
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6570,Diagnosis of trauma
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.6575,Onset date and time of diagnosis of trauma
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.8000,Diagnosis of cardiac arrest
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.8005,Onset date and timing of diagnosis of cardiac arrest
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.8500,Emergency Department Visit
X308622,Day Kimball Hospital,27,Sepsis Management: Septic Shock: Antibiotics Ordered,X27.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.2065,Patient Deceased
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.3200,Diagnosis of ischemic stroke
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.3205,Onset date and time of diagnosis of ischemic stroke
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6325,Date and time of patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6460,Diagnosis of septic shock
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6465,Onset date and time of diagnosis of septic shock
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6470,Diagnosis of sepsis
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6475,Onset date and time of diagnosis of sepsis
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6480,Diagnosis of infection
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6485,Onset date and time of diagnosis of infection
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6490,Diagnosis of acute hypotension
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6495,Onset date and time of diagnosis of acute hypotension
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6500,Diagnosis of second or third degree burn
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6505,Onset date and time of diagnosis of second or third degree burn
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6510,Diagnosis of seizure
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6515,Onset date and time of diagnosis of seizure
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6520,Diagnosis of acute gastrointestinal hemorrhage
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6525,Onset date and time of diagnosis of acute gastrointestinal hemorrhage
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6530,Diagnosis of acute pulmonary hemorrhage
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6535,Onset date and time of diagnosis of acute pulmonary hemorrhage
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6540,Diagnosis of hemorrhagic stroke
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6545,Onset date and time of diagnosis of hemorrhagic stroke
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6550,Diagnosis of myocardial infarction
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6555,Onset date and time of diagnosis of myocardial infarction
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6560,Diagnosis of toxicological emergency
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6565,Onset date and time of diagnosis of toxicological emergency
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6570,Diagnosis of trauma
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6575,Onset date and time of diagnosis of trauma
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6590,Diagnosis of heart failure
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6595,Onset date and time of diagnosis of heart failure
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6600,Diagnosis of anuria
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6605,Onset date and time of diagnosis of anuria
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6610,Diagnosis of end stage renal disease
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.6615,Onset date and time of diagnosis of end stage renal disease
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.8000,Diagnosis of cardiac arrest
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.8005,Onset date and timing of diagnosis of cardiac arrest
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.8500,Emergency Department Visit
X308622,Day Kimball Hospital,28,Sepsis Management: Septic Shock: Fluid Resuscitation,X28.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.2065,Patient Deceased
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.3200,Diagnosis of ischemic stroke
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.3205,Onset date and time of diagnosis of ischemic stroke
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6460,Diagnosis of septic shock
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6465,Onset date and time of diagnosis of septic shock
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6470,Diagnosis of sepsis
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6475,Onset date and time of diagnosis of sepsis
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6480,Diagnosis of infection
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6485,Onset date and time of diagnosis of infection
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6490,Diagnosis of acute hypotension
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6495,Onset date and time of diagnosis of acute hypotension
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6500,Diagnosis of second or third degree burn
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6505,Onset date and time of diagnosis of second or third degree burn
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6510,Diagnosis of seizure
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6515,Onset date and time of diagnosis of seizure
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6520,Diagnosis of acute gastrointestinal hemorrhage
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6525,Onset date and time of diagnosis of acute gastrointestinal hemorrhage
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6530,Diagnosis of acute pulmonary hemorrhage
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6535,Onset date and time of diagnosis of acute pulmonary hemorrhage
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6540,Diagnosis of hemorrhagic stroke
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6545,Onset date and time of diagnosis of hemorrhagic stroke
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6550,Diagnosis of myocardial infarction
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6555,Onset date and time of diagnosis of myocardial infarction
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6560,Diagnosis of toxicological emergency
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6565,Onset date and time of diagnosis of toxicological emergency
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6570,Diagnosis of trauma
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.6575,Onset date and time of diagnosis of trauma
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.8000,Diagnosis of cardiac arrest
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.8005,Onset date and timing of diagnosis of cardiac arrest
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.8500,Emergency Department Visit
X308622,Day Kimball Hospital,29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,X29.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.2065,Patient Deceased
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.3200,Diagnosis of ischemic stroke
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.3205,Onset date and time of diagnosis of ischemic stroke
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6235,Diagnosis of end stage liver disease
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6240,Onset date and timing of diagnosis of end stage liver disease
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6460,Diagnosis of septic shock
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6465,Onset date and time of diagnosis of septic shock
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6470,Diagnosis of sepsis
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6475,Onset date and time of diagnosis of sepsis
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6480,Diagnosis of infection
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6485,Onset date and time of diagnosis of infection
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6490,Diagnosis of acute hypotension
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6495,Onset date and time of diagnosis of acute hypotension
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6500,Diagnosis of second or third degree burn
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6505,Onset date and time of diagnosis of second or third degree burn
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6510,Diagnosis of seizure
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6515,Onset date and time of diagnosis of seizure
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6520,Diagnosis of acute gastrointestinal hemorrhage
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6525,Onset date and time of diagnosis of acute gastrointestinal hemorrhage
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6530,Diagnosis of acute pulmonary hemorrhage
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6535,Onset date and time of diagnosis of acute pulmonary hemorrhage
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6540,Diagnosis of hemorrhagic stroke
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6545,Onset date and time of diagnosis of hemorrhagic stroke
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6550,Diagnosis of myocardial infarction
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6555,Onset date and time of diagnosis of myocardial infarction
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6560,Diagnosis of toxicological emergency
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6565,Onset date and time of diagnosis of toxicological emergency
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6570,Diagnosis of trauma
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6575,Onset date and time of diagnosis of trauma
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6620,Diagnosis of status epilepticus
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.6625,Onset date and time of diagnosis of status epilepticus
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.8000,Diagnosis of cardiac arrest
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.8005,Onset date and timing of diagnosis of cardiac arrest
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.8500,Emergency Department Visit
X308622,Day Kimball Hospital,30,Sepsis Management: Septic Shock: Lactate Clearance Rate>=10%,X30.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,31,Emergency Medicine: Appropriate Foley Catheter Use in the Emergency Department,X31.6810,Indwelling Foley catheter ordered due to urinary retention or obstruction
X308622,Day Kimball Hospital,31,Emergency Medicine: Appropriate Foley Catheter Use in the Emergency Department,X31.6815,Date and time indwelling Foley catheter ordered due to urinary retention or obstruction
X308622,Day Kimball Hospital,31,Emergency Medicine: Appropriate Foley Catheter Use in the Emergency Department,X31.8500,Emergency Department Visit
X308622,Day Kimball Hospital,31,Emergency Medicine: Appropriate Foley Catheter Use in the Emergency Department,X31.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,317,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,X317.7275,Encounter PQRS 317
X308622,Day Kimball Hospital,317,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,X317.7280,Diagnosis of hypertension
X308622,Day Kimball Hospital,317,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,X317.7285,Date and time of diagnosis of hypertension
X308622,Day Kimball Hospital,317,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,X317.9320,Numerator_PQRS 317
X308622,Day Kimball Hospital,32,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients)",X32.2065,Patient Deceased
X308622,Day Kimball Hospital,32,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients)",X32.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,32,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients)",X32.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X308622,Day Kimball Hospital,32,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients)",X32.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,32-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients,X32-2.2065,Patient Deceased
X308622,Day Kimball Hospital,32-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients,X32-2.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,32-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients,X32-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X308622,Day Kimball Hospital,32-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients,X32-2.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,32-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED),X32-3.2065,Patient Deceased
X308622,Day Kimball Hospital,32-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED),X32-3.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,32-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED),X32-3.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,32-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients),X32-4.2065,Patient Deceased
X308622,Day Kimball Hospital,32-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients),X32-4.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,32-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients),X32-4.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,326,Atrial Fibrillation and Atrial Flutter: Chronic Anti coagulation Therapy; also known as hospital STK-3,X326.NULL,Diabetes Mellitus
X308622,Day Kimball Hospital,326,Atrial Fibrillation and Atrial Flutter: Chronic Anti coagulation Therapy; also known as hospital STK-3,X326.NULL,Heart Failure
X308622,Day Kimball Hospital,326,Atrial Fibrillation and Atrial Flutter: Chronic Anti coagulation Therapy; also known as hospital STK-3,X326.NULL,Hypertension
X308622,Day Kimball Hospital,326,Atrial Fibrillation and Atrial Flutter: Chronic Anti coagulation Therapy; also known as hospital STK-3,X326.3310,Diagnosis of non-valvular Atrial Fibrillation (AF)
X308622,Day Kimball Hospital,326,Atrial Fibrillation and Atrial Flutter: Chronic Anti coagulation Therapy; also known as hospital STK-3,X326.3320,Diagnosis of atrial flutter
X308622,Day Kimball Hospital,326,Atrial Fibrillation and Atrial Flutter: Chronic Anti coagulation Therapy; also known as hospital STK-3,X326.5100,Encounter PQRS 326
X308622,Day Kimball Hospital,33,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Supercenter EDs (100k +)",X33.2065,Patient Deceased
X308622,Day Kimball Hospital,33,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Supercenter EDs (100k +)",X33.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,33,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Supercenter EDs (100k +)",X33.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X308622,Day Kimball Hospital,33,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Supercenter EDs (100k +)",X33.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,33-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Supercenter EDs (100k +),X33-2.2065,Patient Deceased
X308622,Day Kimball Hospital,33-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Supercenter EDs (100k +),X33-2.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,33-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Supercenter EDs (100k +),X33-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X308622,Day Kimball Hospital,33-2,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in Supercenter EDs (100k +),X33-2.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,33-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Supercenter EDs (100k +),X33-3.2065,Patient Deceased
X308622,Day Kimball Hospital,33-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Supercenter EDs (100k +),X33-3.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,33-3,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in Supercenter EDs (100k +),X33-3.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,33-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Supercenter EDs (100k +),X33-4.2065,Patient Deceased
X308622,Day Kimball Hospital,33-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Supercenter EDs (100k +),X33-4.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,33-4,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in Supercenter EDs (100k +),X33-4.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,35,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in High Volume EDs (60k-79,999)",X35.2065,Patient Deceased
X308622,Day Kimball Hospital,35,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in High Volume EDs (60k-79,999)",X35.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,35,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in High Volume EDs (60k-79,999)",X35.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X308622,Day Kimball Hospital,35,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in High Volume EDs (60k-79,999)",X35.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,35-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in High Volume EDs (60k-79,999)",X35-2.2065,Patient Deceased
X308622,Day Kimball Hospital,35-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in High Volume EDs (60k-79,999)",X35-2.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,35-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in High Volume EDs (60k-79,999)",X35-2.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X308622,Day Kimball Hospital,35-2,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Psych and Mental Health Patients in High Volume EDs (60k-79,999)",X35-2.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,35-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in High Volume EDs (60k-79,999)",X35-3.2065,Patient Deceased
X308622,Day Kimball Hospital,35-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in High Volume EDs (60k-79,999)",X35-3.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,35-3,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Transfer from ED) in High Volume EDs (60k-79,999)",X35-3.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,35-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X35-4.2065,Patient Deceased
X308622,Day Kimball Hospital,35-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X35-4.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,35-4,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(All Eligible Patients) in High Volume EDs (60k-79,999)",X35-4.8505,Date and Time of arrival (onset) to Emergency Department
X308622,Day Kimball Hospital,36,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Average Volume EDs (40k-59,999)",X36.2065,Patient Deceased
X308622,Day Kimball Hospital,36,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Average Volume EDs (40k-59,999)",X36.6320,Patient arrival to Emergency Department (ED)
X308622,Day Kimball Hospital,36,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Average Volume EDs (40k-59,999)",X36.7265,Patient admitted for Medical emergency for psychiatric/mental disorder
X308622,Day Kimball Hospital,36,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients(Excluding Psych and Mental Health, and  Transfer Patients) in Average Volume EDs (40k-59,999)",X36.8505,Date and Time of arrival (onset) to Emergency Department
